Upload Query Image,Matched Image,Match Details,timestamp
.gradio/flagged/Upload Query Image/048cee55b88b49fa4ccc/image julia.png,,"Error fetching image from GCS: 404 GET https://storage.googleapis.com/download/storage/v1/b/yakoa-3d-augmentations/o/3d-assets-augmentation-with-docker%2F0x7ac70c98ddc3d77b710a631a8a48f251c0a8c956%2F0x7ac70c98ddc3d77b710a631a8a48f251c0a8c956-2%2Fmorph_object%2Fmorph_object_0x7ac70c98ddc3d77b710a631a8a48f251c0a8c956-2-1_front.png?alt=media: No such object: yakoa-3d-augmentations/3d-assets-augmentation-with-docker/0x7ac70c98ddc3d77b710a631a8a48f251c0a8c956/0x7ac70c98ddc3d77b710a631a8a48f251c0a8c956-2/morph_object/morph_object_0x7ac70c98ddc3d77b710a631a8a48f251c0a8c956-2-1_front.png: ('Request failed with status code', 404, 'Expected one of', <HTTPStatus.OK: 200>, <HTTPStatus.PARTIAL_CONTENT: 206>)",2025-04-04 00:44:08.389410
